2.06E-06	58	1704	1.21E+00	-1.48E+00	-4.40E+01	8.96E+03	4.30E+01
2.06E-06	59	1732	1.47E+00	-1.74E+00	-5.55E+01	8.98E+03	4.20E+01
2.06E-06	60	1816	1.76E+00	-2.02E+00	-6.91E+01	9.00E+03	4.10E+01
2.06E-06	61	1921	2.10E+00	-2.33E+00	-8.19E+01	9.02E+03	4.00E+01
2.06E-06	62	1922	2.57E+00	-2.76E+00	-9.15E+01	9.05E+03	3.90E+01
2.06E-06	63	1916	3.00E+00	-3.19E+00	-1.02E+02	9.08E+03	3.80E+01
2.06E-06	64	1754	3.50E+00	-3.72E+00	-1.17E+02	9.11E+03	3.70E+01
2.06E-06	65	1895	3.84E+00	-4.04E+00	-1.26E+02	9.13E+03	3.60E+01
2.06E-06	66	1869	4.39E+00	-4.63E+00	-1.51E+02	9.16E+03	3.50E+01
2.06E-06	67	1857	5.19E+00	-5.44E+00	-1.91E+02	9.21E+03	3.40E+01
2.06E-06	68	1704	6.11E+00	-6.37E+00	-2.38E+02	9.26E+03	3.30E+01
2.06E-06	69	1772	6.96E+00	-7.22E+00	-2.93E+02	9.31E+03	3.20E+01
2.06E-06	70	1863	7.92E+00	-8.15E+00	-3.41E+02	9.36E+03	3.10E+01
2.06E-06	71	1866	8.92E+00	-9.12E+00	-3.57E+02	9.43E+03	3.00E+01
2.06E-06	72	1901	9.89E+00	-1.01E+01	-3.71E+02	9.48E+03	2.90E+01
2.06E-06	73	1922	1.07E+01	-1.08E+01	-3.80E+02	9.52E+03	2.80E+01
2.06E-06	74	1917	1.13E+01	-1.14E+01	-3.84E+02	9.55E+03	2.70E+01
2.06E-06	75	1884	1.20E+01	-1.21E+01	-3.87E+02	9.58E+03	2.60E+01
2.06E-06	76	2386	1.26E+01	-1.27E+01	-3.84E+02	9.59E+03	2.50E+01
2.06E-06	77	2088	1.31E+01	-1.32E+01	-3.83E+02	9.60E+03	2.40E+01
2.06E-06	78	1808	1.31E+01	-1.32E+01	-3.79E+02	9.61E+03	2.30E+01
2.06E-06	79	1877	1.29E+01	-1.30E+01	-3.76E+02	9.62E+03	2.20E+01
2.06E-06	80	1900	1.27E+01	-1.29E+01	-3.72E+02	9.62E+03	2.10E+01
2.06E-06	81	1996	1.25E+01	-1.27E+01	-3.72E+02	9.61E+03	2.00E+01
2.06E-06	82	2480	1.20E+01	-1.22E+01	-3.74E+02	9.59E+03	1.90E+01
2.06E-06	83	2020	1.15E+01	-1.17E+01	-3.75E+02	9.56E+03	1.80E+01
2.06E-06	84	1865	1.13E+01	-1.14E+01	-3.77E+02	9.54E+03	1.70E+01
2.06E-06	85	1818	1.14E+01	-1.14E+01	-3.80E+02	9.50E+03	1.60E+01
2.06E-06	86	1792	1.11E+01	-1.10E+01	-3.82E+02	9.48E+03	1.50E+01
2.06E-06	87	1878	1.07E+01	-1.06E+01	-3.83E+02	9.46E+03	1.40E+01
2.06E-06	88	1962	1.03E+01	-1.01E+01	-3.85E+02	9.47E+03	1.30E+01
2.06E-06	89	2388	1.02E+01	-1.00E+01	-3.88E+02	9.48E+03	1.20E+01
2.06E-06	90	1925	1.04E+01	-1.01E+01	-3.90E+02	9.49E+03	1.10E+01
2.06E-06	91	1861	1.05E+01	-1.03E+01	-3.92E+02	9.50E+03	1.00E+01
2.06E-06	92	1918	1.07E+01	-1.06E+01	-3.94E+02	9.51E+03	9.00E+00
2.06E-06	93	1917	1.10E+01	-1.09E+01	-3.97E+02	9.51E+03	8.00E+00
2.06E-06	94	1834	1.16E+01	-1.16E+01	-4.00E+02	9.50E+03	7.00E+00
2.06E-06	95	1832	1.20E+01	-1.21E+01	-4.01E+02	9.50E+03	6.00E+00
2.06E-06	96	2515	1.19E+01	-1.21E+01	-4.02E+02	9.53E+03	5.00E+00
2.06E-06	97	1836	1.20E+01	-1.22E+01	-4.01E+02	9.53E+03	4.00E+00
2.06E-06	98	1834	1.20E+01	-1.22E+01	-3.97E+02	9.55E+03	3.00E+00
2.06E-06	99	1881	1.21E+01	-1.23E+01	-3.93E+02	9.55E+03	2.00E+00
2.06E-06	100	1808	1.17E+01	-1.18E+01	-3.88E+02	9.51E+03	1.00E+00
